timestep	potential_energy	temperature
179999	258818.1856	0.9707157248
359999	248687.7191	1.026457915
539999	248724.1833	1.017452407
719999	247991.109	0.9634041873
899999	252009.2668	1.024201048
1079999	267920.8273	1.015095517
1259999	247516.4919	1.015297929
1439999	252636.5348	1.008771581
1619999	250663.1782	0.9754326943
1799999	249737.4109	0.9750972894
1979999	252869.6457	0.9950084727
2159999	261451.0982	1.011468242
2339999	250888.6191	1.005409438
2519999	249628.5597	0.9737291867
2699999	245778.6694	0.9734565905
2879999	252320.3358	0.9911326449
3059999	256108.4373	1.002973487
3239999	249691.5972	1.021810101
3419999	246978.0312	1.017887242
3599999	249609.8874	1.000274959
3779999	248724.7509	0.9785240634
3959999	250050.1125	1.003198517
4139999	249406.1253	1.002651516
4319999	247684.2584	0.9770711008
4499999	248908.414	0.9790141118
4679999	245911.4161	0.9980766983
4859999	252483.8156	0.9755109396
5039999	253194.8793	1.020704125
5219999	253523.9582	0.9946869557
5399999	246706.1981	1.007328419
5579999	258496.4795	1.009803891
5759999	253663.8368	1.006539408
5939999	260066.9355	1.005777873
6119999	251010.2893	1.022694598
6299999	254215.2345	0.9915507149
6479999	251551.4334	1.000775264
6659999	247807.0292	0.9701083392
6839999	253027.2734	1.007370425
7019999	257043.9705	1.005355606
7199999	248108.4503	1.004797375
7379999	266784.9402	1.010539247
7559999	246977.0137	1.027226199
7739999	249003.2295	0.9961889164
7919999	263774.0164	0.9970309376
8099999	249328.608	1.01035401
8279999	250868.0988	0.9998409752
8459999	249604.6408	1.01724589
8639999	254037.257	0.9928161655
8819999	256412.96	0.9992163485
8999999	246749.3481	0.9863733313
9179999	248233.0061	1.021178269
9359999	258459.8457	0.9743817623
9539999	248574.7567	0.9776348344
9719999	249033.4289	0.9763553164
9899999	249741.0449	0.9843438592
10079999	246652.9974	0.9830997062
10259999	249690.5678	0.9933722681
10439999	246770.9002	0.9734779139
10619999	245570.4211	0.9845335263
10799999	248608.3976	1.028980161
10979999	258321.1604	1.000834347
11159999	253574.2598	0.9968431966
11339999	249971.194	0.9768683139
11519999	261348.1092	0.9901321199
11699999	248656.146	0.9856195089
11879999	257153.3455	1.004428549
12059999	248469.8123	0.9744284534
12239999	246974.0157	0.9522572147
12419999	249147.9069	1.005980428
12599999	251323.546	0.9758135046
12779999	247321.2259	0.9839570015
12959999	247328.2712	0.978349878
13139999	259747.5671	1.017548181
13319999	246965.0699	1.007444212
13499999	254419.6832	0.9668103521
13679999	274075.2378	1.006161464
13859999	250644.8683	1.008429457
14039999	249612.8735	1.02048
14219999	246213.6704	0.9654115178
14399999	251301.857	0.9708394969
14579999	249121.4837	1.030518938
14759999	250860.5491	0.9949704082
14939999	250390.9182	0.9926247242
15119999	247637.0174	0.9925410555
15299999	249934.7598	1.012805875
15479999	250409.6259	0.9977317131
15659999	244127.5093	0.9921158898
15839999	255027.4856	0.9756277778
16019999	250401.5069	1.022741418
16199999	257890.6193	0.9937585076
16379999	245600.5176	1.002117506
16559999	254889.6429	1.002447563
16739999	250134.9175	1.006002873
16919999	251216.6079	1.004389479
17099999	246520.217	1.018313105
17279999	248538.9465	0.978537666
17459999	245958.5217	0.9762991596
17639999	251682.7028	0.9934441456
17819999	245935.4886	0.9963002341
17999999	249472.633	0.9664140812
18179999	247701.1015	0.9987068887
18359999	258490.0541	0.9670870767
18539999	248199.1086	0.9815447029
18719999	252183.7071	0.9667707222
18899999	252687.9095	0.9786583985
