timestep	potential_energy	temperature
179999	418312.8846	0.9917268014
359999	412796.0469	1.003225596
539999	428598.3158	0.9830530877
719999	416064.2742	1.010249005
899999	418501.9181	1.019733273
1079999	416487.0306	0.9960585488
1259999	423805.6886	0.9814788207
1439999	420493.961	0.9998976147
1619999	414374.6077	1.004222255
1799999	426981.0833	1.021401653
1979999	418983.4545	1.018849648
2159999	415151.828	0.9897386756
2339999	420921.8164	1.023446753
2519999	419329.3948	1.030321252
2699999	420732.5857	0.9879435495
2879999	421103.2885	0.974706113
3059999	416632.2331	1.033678545
3239999	420877.817	1.002583976
3419999	418957.8518	1.013606818
3599999	415835.7275	1.006514034
3779999	417877.0319	0.988752698
3959999	420458.3928	1.007976249
4139999	411711.6639	1.000270409
4319999	428993.2441	1.000442974
4499999	417557.3499	0.9971231702
4679999	417331.8028	0.9955496498
4859999	420005.2065	0.9942739233
5039999	420835.7432	1.01132261
5219999	424096.7025	1.037296149
5399999	414757.3286	0.9996200835
5579999	415226.6201	0.9819141164
5759999	415017.03	1.007671935
5939999	433491.0412	1.021204266
6119999	417123.0133	1.025720248
6299999	417989.7771	0.9905348824
6479999	416802.4153	0.9885891924
6659999	419471.0492	1.015832559
6839999	414348.5456	0.9967227765
7019999	417619.1714	1.047688701
7199999	415754.765	0.9766901276
7379999	424474.5736	0.9923003776
7559999	420608.0576	0.9810731277
7739999	429216.4459	1.029044693
7919999	418795.5237	1.022503175
8099999	422515.8433	0.9950856322
8279999	430629.4138	1.006391503
8459999	417189.4481	1.04021713
8639999	416327.3974	0.9677294203
8819999	419772.5935	0.9736370115
8999999	427571.1456	0.9753268802
9179999	424286.8486	0.9989955572
9359999	421689.5978	1.011319062
9539999	421542.2964	0.9963762088
9719999	423323.7218	1.008733312
9899999	436354.3952	0.9942854938
10079999	427541.4872	1.001541841
10259999	425899.4738	0.9994169874
10439999	417482.8471	1.015366213
10619999	419612.0653	1.018138299
10799999	428374.66	1.009444979
10979999	421140.4306	0.9831976679
11159999	426025.4939	1.000236657
11339999	426595.0529	1.028635068
11519999	416480.86	1.005184607
11699999	419412.6855	0.977547705
11879999	416714.3828	0.9617665064
12059999	415867.9953	1.018763733
12239999	428714.0202	0.9820153247
12419999	431418.4912	0.9927783893
12599999	421153.8229	1.032468311
12779999	415775.5634	0.9975767426
12959999	412460.0539	0.9955860854
13139999	423931.2167	0.9979282783
13319999	426369.5043	1.014754482
13499999	415644.7643	0.9896607113
13679999	422020.8681	1.021664139
13859999	421968.51	1.021591358
14039999	419175.1271	0.9738265723
14219999	416653.0439	1.002479031
14399999	423126.4522	1.033263739
14579999	420798.5783	1.001879275
14759999	418787.3534	1.029663268
14939999	418407.4318	1.022829205
15119999	428951.8162	0.998576677
15299999	427157.9135	0.9962751359
15479999	417796.9395	1.015131538
15659999	418749.6454	0.9849624118
15839999	428695.3657	1.00188838
16019999	433122.4562	0.9811348607
16199999	416101.6376	1.007627675
16379999	427145.3225	0.9770049712
16559999	420805.564	1.012981626
16739999	418151.545	1.037344576
16919999	416445.8883	0.9877964886
17099999	430630.5672	1.011387281
17279999	419557.3424	0.9811096948
17459999	428411.8318	1.024738747
17639999	419010.7774	1.001950257
17819999	430302.3743	1.007109274
17999999	419850.2863	1.015146305
18179999	424527.9726	0.9999610334
18359999	420775.2417	0.9760598982
18539999	419119.8655	1.011023269
18719999	421155.0731	1.022888151
18899999	430990.8325	0.9933387777
